frame.number,ip.src,ip.dst,_ws.col.info
286,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3385 Ack=3329 Win=2048 Len=0 TSval=4271058434 TSecr=2596686786
287,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
288,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
289,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3421 Ack=3365 Win=2048 Len=0 TSval=4271058452 TSecr=2596686805
290,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
291,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
292,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3457 Ack=3401 Win=2048 Len=0 TSval=4271058474 TSecr=2596686826
293,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
294,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
295,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
296,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
297,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3529 Ack=3437 Win=2048 Len=0 TSval=4271058494 TSecr=2596686846
298,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3529 Ack=3473 Win=2048 Len=0 TSval=4271058514 TSecr=2596686866
299,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
300,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
301,172.16.0.4,49.228.168.4,[TCP Retransmission] 22 → 59875 [PSH, ACK] Seq=3509 Ack=3565 Win=981 Len=36 TSval=2596686996 TSecr=4271058514
302,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
303,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
304,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
305,172.16.0.4,49.228.168.4,22 → 59875 [ACK] Seq=3545 Ack=3673 Win=981 Len=0 TSval=2596687001 TSecr=4271058539
306,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=108)
307,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3673 Ack=3509 Win=2048 Len=0 TSval=4271058611 TSecr=2596686884
308,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3673 Ack=3545 Win=2048 Len=0 TSval=4271058612 TSecr=2596686907
309,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
310,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
311,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
312,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=52)
313,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=156)
314,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=224)
315,49.228.168.4,172.16.0.4,[TCP Dup ACK 308#1] 59875 → 22 [ACK] Seq=3745 Ack=3545 Win=2048 Len=0 TSval=4271058644 TSecr=2596686996 SLE=3509 SRE=3545
316,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3745 Ack=3653 Win=2048 Len=0 TSval=4271058649 TSecr=2596687001
317,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
318,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
319,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3781 Ack=3689 Win=2048 Len=0 TSval=4271058652 TSecr=2596687003
320,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3781 Ack=4121 Win=2042 Len=0 TSval=4271058672 TSecr=2596687025
321,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
322,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
323,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3817 Ack=4157 Win=2048 Len=0 TSval=4271058690 TSecr=2596687042
324,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
325,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
326,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3853 Ack=4193 Win=2048 Len=0 TSval=4271058713 TSecr=2596687065
327,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
328,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
329,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3889 Ack=4229 Win=2048 Len=0 TSval=4271058732 TSecr=2596687084
330,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
331,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
332,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3925 Ack=4265 Win=2048 Len=0 TSval=4271058754 TSecr=2596687105
333,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
334,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
335,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3961 Ack=4301 Win=2048 Len=0 TSval=4271058773 TSecr=2596687124
336,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
337,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
338,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=3997 Ack=4337 Win=2048 Len=0 TSval=4271058795 TSecr=2596687146
339,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
340,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
341,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4033 Ack=4373 Win=2048 Len=0 TSval=4271058814 TSecr=2596687166
342,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
343,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
344,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4069 Ack=4409 Win=2048 Len=0 TSval=4271058835 TSecr=2596687186
345,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
346,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
347,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4105 Ack=4445 Win=2048 Len=0 TSval=4271058855 TSecr=2596687207
348,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
349,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
350,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4141 Ack=4481 Win=2048 Len=0 TSval=4271058874 TSecr=2596687227
351,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
352,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
353,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4177 Ack=4517 Win=2048 Len=0 TSval=4271058895 TSecr=2596687247
354,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
355,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
356,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4213 Ack=4553 Win=2048 Len=0 TSval=4271058915 TSecr=2596687267
357,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
358,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
359,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4249 Ack=4589 Win=2048 Len=0 TSval=4271058935 TSecr=2596687287
360,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
361,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
362,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4285 Ack=4625 Win=2048 Len=0 TSval=4271058956 TSecr=2596687308
363,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
364,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
365,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4321 Ack=4661 Win=2048 Len=0 TSval=4271058975 TSecr=2596687327
366,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
367,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
368,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4357 Ack=4697 Win=2048 Len=0 TSval=4271058995 TSecr=2596687347
369,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
370,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
371,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4393 Ack=4733 Win=2048 Len=0 TSval=4271059016 TSecr=2596687366
372,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
373,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
374,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4429 Ack=4769 Win=2048 Len=0 TSval=4271059036 TSecr=2596687387
375,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
376,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
377,172.16.0.4,49.228.168.4,[TCP Retransmission] 22 → 59875 [PSH, ACK] Seq=4805 Ack=4465 Win=981 Len=36 TSval=2596687516 TSecr=4271059036
378,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
379,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
380,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
381,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
382,172.16.0.4,49.228.168.4,22 → 59875 [ACK] Seq=4841 Ack=4609 Win=981 Len=0 TSval=2596687526 TSecr=4271059059
383,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=144)
384,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4609 Ack=4805 Win=2048 Len=0 TSval=4271059136 TSecr=2596687407
385,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4609 Ack=4841 Win=2048 Len=0 TSval=4271059136 TSecr=2596687428
386,172.16.0.4,8.8.8.8,Echo (ping) request  id=0x1bc4, seq=1/256, ttl=64
387,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
388,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
389,8.8.8.8,172.16.0.4,Echo (ping) reply    id=0x1bc4, seq=1/256, ttl=116 (request in 386)
390,49.228.168.4,172.16.0.4,[TCP Dup ACK 385#1] 59875 → 22 [ACK] Seq=4645 Ack=4841 Win=2048 Len=0 TSval=4271059164 TSecr=2596687516 SLE=4805 SRE=4841
391,49.228.168.4,172.16.0.4,59875 → 22 [ACK] Seq=4645 Ack=4985 Win=2048 Len=0 TSval=4271059174 TSecr=2596687526
392,49.228.168.4,172.16.0.4,Client: Encrypted packet (len=36)
393,172.16.0.4,49.228.168.4,Server: Encrypted packet (len=36)
